sequence	16S_rRNA_Count	metadata_NSTI	closest_reference_genome
8d8adcec09da091d8e48a5fad92eea97	1	0.055274	GCA_013141055.1
8da3cb2672a444ce24ca864ec4daea74	1	0.00015	GCA_023421955.1
8da8e96d93029bff15d1244243375d33	2	0.260849	GCA_000526415.1
8db50c079598bde9657c27acf4cbab87	1	0.011395	GCF_011762185.1
8dbb93c239e3d852b23f580e1632cf4f	2	0.167403	GCF_019285595.1
8dbf902f654c3377ec59f569f27bca79	1	0.026097	GCA_021404945.1
8dd7737c7a453c6e7340f14ebd856e42	2	0.066589	GCF_017876115.1
8df5761c57aee95bc89705378cb7a79b	1	0.073328	GCF_007741515.1
8dfa65d7dbc7890fd9386eba6df9ce92	1	0.118661	GCA_024666565.1
8e056ec6edbe12e6971b1f1e2db81d07	1	0.098223	GCA_009379725.1
8e13369d322e64910c40d15930536237	1	0.150218	GCA_013285465.1
8e3260de2b69b7babd552be9f0a00f46	2	0.299637	GCF_000016665.1
8e3441384203d9028b2083aef8717903	1	0.100536	GCA_009379725.1
8e35a8456728e2bff992f0514644772a	1	0.140063	GCF_003351045.1
8e381bd5f82eb9f3d2daf099faa86e43	2	0.038656	GCA_016708585.1
8e3ebc14afaa214999f2e5627bf584c9	1	0.194972	GCA_016873095.1
8e54e86b1abac77413be94d8cacf27ac	2	0.059305	GCF_000724625.1
8e56662272d5be969a3c12fbe115aec0	1	0.2078	GCA_019187195.1
8e7bbac9f46081670d940bd5ab09708d	1	0.098979	GCF_003351045.1
8e844ef5f6a66ed2f29c93d74a5d88e2	1	0.053892	GCF_007971225.1
8e900bf4d47456136a7bad2a403dd6a1	1	0.085297	GCA_020629695.1
8e93ccdbeea4f646ca2d557af4510221	1	0.153933	GCA_002699585.1
8ea9507fa9fd06af69846238aaad4f29	1	0.118759	GCF_003313245.1
8ebbd4552c491e76b0ca2f227a182c86	1	0.045423	GCF_007830055.1
8ec686646a5190b5d4db98b845aede6f	1	0.087175	GCA_003220225.1
8ec9f4e50f1f432eb6824388a11bc21a	1	0.080209	GCA_009692115.1
8ed012b7a8c7dbbde0ae349da84474cd	1	0.014747	GCA_001516055.1
8ed6652f29431e8f3068452a761d21fd	1	0.135898	GCF_011065895.1
8edbb18254d95ad4fbfd985a5bf703c4	1	0.073939	GCA_023438785.1
8ee9d3457b38068b42c9802d4e53ddb0	1	0.047232	GCF_014489495.1
8eeda1046317a7206c6d561ba06899a2	1	0.459829	GCF_001484045.1
8ef681076142aff499f54688d00232bc	1	0.076023	GCF_002797715.1
8f12436e270e5d404a7767d18c955a85	1	0.055915	GCA_019510095.1
8f233f95f6f4b4ba312a5646643c3966	1	0.091937	GCF_011759375.1
8f2e33707bc92cf03701582d5851e3f7	1	0.057032	GCA_021802825.1
8f3067cb60d976d72ec1d1e4ee266b72	1	0.11884	GCF_900108055.1
8f348bf8437c73e264c3382add50cefb	1	0.022713	GCA_024519455.1
8f686c6057e3efb2adc6c02839843a6f	1	0.087104	GCF_016924655.1
8f6f46a65f4a50e8c59f6cf97fcb3422	1	0.036209	GCA_002796835.1
8f887e34eb28b82da4e0f9cad96b26db	2	0.066058	GCA_013414665.1
8f8beee0bd24ebf165256be56c3dcdf5	1	0.28188	GCF_015169395.1
8f988251f4ff0c419964230971d741c8	1	0.013431	GCF_015352455.1
8f99aab7e29f379eb36a8bca2801d357	1	0.00366	GCF_000422945.1
8fbae9b9a03f8bdfc2a41068d2b6e704	1	0.142282	GCA_016713365.1
8fc1616a6c442462acca121bb71dadb4	1	0.177809	GCA_945875585.1
8fc83f3e200596bb7723a2bf6b4cf352	1	0.033827	GCF_021172045.1
8fd24be78112d1314b1dc2a1ac8316e4	1	0.052096	GCA_005881595.1
8fd7c5b7f0e450120809eb4b88ede027	1	0.018684	GCA_018969405.1
8fe0f828e96c647ecef4939b21c415c0	1	0.127996	GCF_014287955.1
8fe3ddc747661bf4b6ac112d5279b969	1	0.026296	GCF_003054705.1
8ff1c1c00a0851c8048192866f9c801c	1	0.079393	GCA_903933715.1
8ff9ee3040f3abacf7191dbf59584138	1	0.334518	GCA_022820645.1
9004d545a841c0bfbf4b327f76258164	2	0.075886	GCA_902806405.1
900f75d329e2d443628807b973f3e280	2	0.078736	GCA_902806405.1
901a7e1e423871698433923d6ab40530	3	0.00015	GCF_014217805.1
9029dce4b2019b729cab310b46dce9e0	1	0.08548	GCF_004348825.1
902c8c4241c8118111f0cbc023eb7818	1	0.223527	GCF_000427095.1
903b7327fc81e2528533414c206582ba	1	0.091419	GCA_024128875.1
9053833df556bc9eca24d6dfea503dba	1	1.91625	GCF_004335995.1
905fb0e7d4e0a7521daa086f089e53d6	1	0.012883	GCA_002279935.1
906b324e809f8b6c27ad0fda85b72ab4	1	0.045653	GCA_016432265.1
907999947893e9963315c7e83ed9bc81	1	0.116126	GCA_013822245.1
908ac357c9adec673ceab8db1de9af83	1	0.211161	GCA_016716005.1
908dd48e9bdb97127cbc1df5591dc90b	1	0.0983	GCA_023438785.1
909bc2e2967099e5f90b5e54d6f7084a	1	0.017928	GCA_016709225.1
90a23ce752ad7d06216c4487a9132f09	1	0.328542	GCA_021731045.1
90d5ee04cdcc3dca73d6b9871612bb33	1	0.221004	GCA_024542975.1
90e75b0cd4f1e84502a5a843d7d7d9c3	1	0.02822	GCA_016716905.1
91065da0c78727e51f30cd43e0fc9d8f	1	0.248987	GCA_002707205.1
911a674f7176b049b08bff3d55ceaec9	2	0.060219	GCF_001707885.1
91271d22ada6fded9e3583da3e6c984f	1	0.070452	GCF_000515335.1
9138d6aba315dbe57e8ebf51cbffd88e	1	0.068594	GCF_001686985.1
914183411f8b271c136e743c13801d34	1	0.056801	GCF_001592745.1
9141de051627699170d0ec9896c693a4	1	0.149269	GCF_010119975.1
91477dd08c89e1a19b435a08eb782e88	1	0.113544	GCA_002127295.1
915d6ea48276dcc40c7d7a8182383348	1	0.093134	GCA_016707895.1
9164c91225d1b57b05b74ad849ebe68e	1	0.034532	GCA_016703895.1
91698ee2bac4395f118f730581ff5400	1	0.072635	GCA_019187195.1
917d68725374cacc5f29832921dd85aa	1	0.102196	GCA_020073005.1
9196e2e4755b77ed4d8bed49cc29288e	1	0.112245	GCA_009845425.1
9196ec0f98f992ac9da01af8c80aea68	1	0.172993	GCA_003134765.1
91a8cd5804849a1b70e5a08003e993b0	1	0.103604	GCA_023438785.1
91a8f221f594b83c3430461d1a8f8412	1	0.237341	GCA_934234055.1
91ba25abc352515b3cbd776c8df402f3	1	0.051475	GCA_009691845.1
91baac987da9e9e8c328bd14a83df11d	1	0.090427	GCA_020073005.1
91bcdab5d9f2998e0bce7a8bfd53fb77	1	0.022333	GCA_024644435.1
91bf9ccdc2704bd929ad3444b9fc681b	1	0.029501	GCF_019024325.1
91c031aac7d7048563f3ce929d411493	2	0.02677	GCF_001262605.1
91c22925665cd725f8e100ddf14768ae	1	0.031071	GCF_900188225.1
91e4a866e2b699758d4b7d900c217d04	2	0.119344	GCA_016720855.1
91e8283a7f95cd829f2fb4c27847a061	1	0.250814	GCF_009931655.1
91ea5ae6d12dba074cb18c9bf12cdb4b	1	0.003773	GCF_004151485.1
91f789074336ab00717e31086a64391a	1	0.067696	GCA_016870325.1
91fbcaf6d483a5917a91483c656b31d5	1	0.106384	GCA_903833215.1
9206c5f93c81066b7b9b9f3892a9a68a	1	0.018037	GCA_016706055.1
9231d76f913e3f3ee14aee393dfc6f2f	1	0.098898	GCF_900108055.1
9235b461606db6a7c50f2f8382d048aa	1	0.169079	GCA_022844125.1
9238718f21a647dcc803b34c5d5efdf6	1	0.03062	GCA_024640135.1
924b090c45152ff5d116e0adcce83089	2	0.026566	GCF_001262605.1
926b89bc998602d6e82ccbc89b884742	1	0.285129	GCF_000264455.2
9274bf28e35e1c50e4f784fff5e929c1	1	0.118661	GCA_024666565.1
928317959ce8b460c2f670cc53bec441	1	0.06198	GCA_024128875.1
9292f0466ee98df35805f9b908d438b9	1	0.192659	GCA_024655925.1
9298ebfa82489c2bcf9c0a5a85e92098	1	0.129445	GCF_003977685.1
929f128ca2854c127a263611c30e9469	1	0.014472	GCA_003574735.1
92a5b3fb56f239e830975efe1c00ec55	1	0.189427	GCA_022601535.1
92a6f08cef51c33ca4175c53afc89b1d	1	0.04622	GCA_001516055.1
92b154138f37c97226bda5dcc99390e0	1	0.102685	GCA_002418215.1
92b7ced4884d695dd7d7dcbdb297c331	2	0.074877	GCF_000169155.1
92baa2a1c94ba41aad9e170e373eacd9	1	0.247382	GCA_016872875.1
92c210420b1d971d61fee79f642322ba	1	0.014933	GCA_021775735.1
92c43da38e401ccbd283f3277830dbda	1	0.284382	GCA_021778805.1
92c72915a033a92b17cda6050aa99ad6	1	1.777935	GCA_016875875.1
92d3f6ef7dfce83677ea08159bb8209d	1	0.022168	GCA_024230315.1
92e7dfd12415520156be248523e8f453	3	0.153194	GCF_000011565.2
92f2921b41f1344d7aea84d7ff0c54d3	1	0.231179	GCF_003260125.1
9302cc8d80ee65b40f1a1c544dec32b9	1	0.00015	GCF_019733465.1
930d423a96062acf780f239b1c777a09	5	0.027626	GCF_020911725.1
93167729e6e7fdb1dc2f17adb72720ff	1	0.046318	GCF_000512355.1
931982fc9190c35a994ffeb0d1057949	2	0.11462	GCF_000284455.1
931997b22005eef252964886a629d7f4	1	0.066625	GCA_018604165.1
93386b32ca3a01d748ed13f4140ed9b8	1	0.012176	GCF_001425005.1
933b97e2645b2fd278541697756d816b	1	0.148985	GCA_019636495.1
933fe94f528c2a9b17050a3c662069bb	1	0.646177	GCF_001484045.1
934b4af35e56b0bef2eb72b8d938b04d	1	0.155724	GCA_016865895.1
934d6733886c465400925b2a7b568995	1	0.201972	GCA_021776075.1
9353d07971d4554b00782ecf1faa4c36	1	0.003688	GCA_008933705.1
9358eec310213b6e17c854d3d450219e	1	0.150874	GCA_013377075.1
9359a6b3efd30dcdcf634fb8bdf2c76a	1	0.282698	GCF_007747215.1
936f94c81526739dd0e6698853121406	1	0.08398	GCF_013112485.1
93807649d3c93fd1c0bf76737f5f1419	1	0.254152	GCA_016872875.1
93834936da04f896bea30c89a591cb8d	1	0.124475	GCA_022646745.1
93ba3b5fdad27605448c2a004e55ed75	1	0.059965	GCA_017577365.1
93bf79236365a430868a0273914ca1fc	1	0.037576	GCA_020247085.1
93c26281c415e26fc1301fb6ac44c73f	1	0.113915	GCF_001748245.1
93d29447fd6a68a55af28bf3aff0be98	1	0.059262	GCA_016712715.1
93db9359fcd47edc222a552e455fa2ff	1	0.139081	GCA_009846685.1
93ec17b8fcd66b3cfc8046fdb1bbc97c	1	0.19796	GCA_009773755.1
93f5c9e55105627a9a7cacefc1605e1e	1	0.095156	GCF_014283215.1
94103971ace2a1c7e426ece3f054e006	1	0.007481	GCA_016714495.1
94214ffe308387c0cbfa73a77d4fcad6	1	0.01355	GCA_017308255.1
9435080728f476d8244da2ce52e8798d	1	0.069812	GCF_014202995.1
9439797f961615553821109d7afbbf1a	1	0.173617	GCF_001881495.1
944ab60422b1d9b3eaffefc60f21963a	1	0.267854	GCA_016872645.1
945493c453c8318b739bdd364932178a	1	0.300596	GCF_900240265.1
9457d00ae7a278ec20dab91fd93e2394	2	0.135522	GCA_023957015.1
946e7044f35f23df8c0eae14a94fb489	1	0.104933	GCF_000756815.1
947457aa25e9cfeb204267282bfe4e66	1	0.134479	GCA_016297695.1
947c5459ca26c86e2d58a76b09d43c93	1	0.134905	GCA_019637095.1
948747e4f7a8767c1822d221de8caf64	1	0.008872	GCA_019694335.1
9488d521aea2578f1b770707ed7b8708	1	1.242056	GCA_002746535.1
948de1764622aa55239e8cb05c102b9d	1	0.063619	GCA_019636335.1
9493541fa2f83149153641f961e14391	1	0.038813	GCA_005881595.1
94a65fce237509bc90e18bf7a7136631	1	0.056193	GCF_001686985.1
94c240d940d11b1c2ec80161c3edff58	2	0.056452	GCF_001262605.1
94da094cd96461e156f6529579d2da5c	1	0.260805	GCF_014202505.1
94de0ce894f4e50327de6b223ef64f16	1	0.191511	GCA_019636695.1
94e2e3d93cdce385400cee8cfccff134	1	0.138728	GCA_016870325.1
94ee98d67500eb497e97e9b3f96c7982	1	0.019285	GCF_009733595.1
94f0651b754046d2be000135b86afbba	1	0.074274	GCA_023428085.1
94f55e7bc87e175a1d759c3b071b5c8d	1	0.081439	GCF_002994615.1
94fc6f2318ba1f50fe9b5f3a66410cda	1	0.060761	GCF_022532105.1
9501194fd782cf6ad1598b8944dc57b7	1	0.111004	GCF_001686985.1
9504cefc061e96ca3be48bf404e0d352	1	0.042894	GCA_016870155.1
950879b7aac91cb0aa533f61951a0fe2	1	0.025953	GCA_903935335.1
954ca017f235f75083a26f95386b5dc4	1	0.04725	GCF_001618865.1
954d2d8cd72e2ea5484c8e58079df26d	4	0.040765	GCF_000445445.1
955152c9db7b7cb83656b03ebbc0184c	1	0.271048	GCF_900240265.1
9551f12e86caed078afa96be5470c449	1	0.274195	GCA_019694755.1
955caeacff6fa3b6c77d3094b3577360	1	0.170004	GCA_001644975.1
9565364e2c542233a8ffa2ea11a0dc10	1	0.195347	GCA_001767855.1
9566a1a10bf28ffe3da77916abbf0ab2	1	0.108899	GCA_022824965.1
9567d36d5ac00fdb36cc40fcfd69014e	2	0.056743	GCA_013414685.1
9586245a39ca6a2b3337c44b6095a8d4	1	0.035415	GCA_021083345.1
95869d9907a8ac6b1aeacac8324e6b79	1	0.169079	GCA_022844125.1
958e27d010805582ccad294f2e998a3e	1	0.181206	GCA_903892045.1
959aa3483d6ba6ba570a6cfb9db0cba9	1	0.036302	GCF_004138335.1
95a2d3655dcfd4b405118fe9570154e1	1	0.024922	GCA_016702705.1
95b1d012b583b72b6adc500144218616	1	0.122944	GCA_021842405.1
95bbcd71b51180a29506c0126ec4fe97	1	0.075902	GCA_015075555.1
95bebd4039c301e6d0665f6c5b96631c	1	0.049179	GCF_900167375.1
95cdd5440381347cb22c82267dcf82cc	1	0.059745	GCA_023438785.1
95e26f421ac3d922ad6e13a4bec1f51d	1	0.048994	GCF_013141715.1
95e83760c0cad47fa58f2baa83028d3c	1	0.047983	GCA_005881595.1
95f888dc1b4fd9f2dec46c8057a96698	1	0.046	GCA_021802825.1
95fadb21e5b9c400f2e40a05da2ae580	1	0.054747	GCF_024343615.1
95fb7f180e6ebbac06c06081e5a9de6a	1	0.15617	GCA_015075625.1
95fc6faf3396ede3e583fe8cee68069d	1	0.009247	GCA_019075925.1
9631c65e1326d35088db05613a7e210e	2	0.154586	GCA_016875555.1
963549b12ae6dd8044904806a0e9e2c1	1	0.155199	GCA_002699585.1
963e08e296ac2b926ab0e07c68588507	1	0.098169	GCA_016707895.1
96412e5274d227e0557ad3585ed2b67f	2	0.161453	GCA_000526415.1
9642f2f380199d761c1dbcee5d9c1acb	1	0.055093	GCA_023251975.1
96439368b4bba9f4e50546faf74c24ba	1	0.090341	GCF_003332885.2
964644e94296754e62b061e28de0643d	1	0.022692	GCA_016871195.1
964eb6b391ca6ad0368f9e652f1a60f0	1	0.11689	GCA_014360005.1
9654eb74c5e4bcdcef67e9c13b157e44	1	0.055465	GCF_000746025.2
965e941617023b07a36db5b4c905e9ce	1	0.444089	GCA_905235605.1
965ed0f6b9ef7c5b4dfda5c322383299	2	0.211154	GCF_007859715.1
9668768725973a5787d1d0f40fc18842	1	0.071923	GCA_016707895.1
966ad784a18ddbd1fe219f54374b8383	2	0.014912	GCF_008000755.1
966d861f14c6f33e02e6f2015c36e6d3	1	0.143227	GCA_019694875.1
966ff2de8d726e460d1785d3ad453bd4	1	0.184515	GCF_002197845.1
967a4a3c2f237440a35f7afcc70353fb	1	0.100064	GCF_900129295.1
967adf5a5d9b3376c5cccc8d1214e6ad	4	0.046172	GCF_002777255.1
9697d1878a8ef777c07d3a3649a8d5cd	1	0.128639	GCA_002418215.1
96a7bfebf7b4a6c44a1c150cbf07c267	1	0.089468	GCF_900187945.1
96aaee596bb22552aa756c06e8cac3f3	1	0.209199	GCA_016742095.1
96ab4e63422eed3d7e81516e73506e01	1	0.135637	GCA_019634615.1
96ac5ce4f92cccaddfcf5434e5f67503	1	0.21147	GCA_002238485.1
96add0dd7b8702cb5732bb52d6ce6201	1	0.011079	GCA_004366385.1
96b0d7456f4f7b9d41f92631e5481f76	1	0.265417	GCA_016720635.1
96b1b8ffa4db0cffa18c736de705b0d8	1	0.365925	GCA_018897395.1
96ba33b26673dc1c1e23ab6d95ff8bb3	2	0.042309	GCF_007745175.1
96bde7ea2122b0197091a910ec52e561	1	0.248987	GCA_002707205.1
96c4e3ac2d9f5e57a393a172553bc12f	1	0.026635	GCF_010119975.1
96cd4be0451abfb888f4108fc29339ab	1	0.116552	GCF_900108055.1
96cd693ce4a34df9195773bd4459d205	1	0.011125	GCF_002119765.1
96e69dbb73320f0a953ab13034f87fef	1	0.091043	GCA_016861045.1
96f43889b2792210f8163b272a6d5b97	1	0.062643	GCA_019694795.1
96f56d8e5add8863d2d806e4c690e5ef	1	0.00015	GCA_903868125.1
9702b60e3469c587120244e3cc0b4cf3	1	0.042383	GCA_002085155.1
970501c0b366002b5b714d3b68543ecc	1	0.181762	GCA_002418215.1
97075e7fc73ab613b0ceb72ad70a8275	1	0.143326	GCA_016710365.1
9707d8a429e0442ff031a2f50f968f78	1	0.087015	GCA_009845425.1
970c541fc79571641f77481acaf6eb5d	1	0.014803	GCA_002840165.1
973ed3d368d5942dc26db71d86ef2076	1	0.134479	GCA_016297695.1
97462c7807ee9f4dc02e14fbcf1efcb5	1	0.186129	GCF_011064595.1
9748344d6e07f02de64cc2a20895d2db	1	0.00015	GCF_014203735.1
974c2540cca49d3ccf98d406d278741f	1	0.173281	GCA_021405315.1
9761ad693207676051acff0cb5dbbc4b	1	0.104509	GCA_009908425.1
976559ca6a7e523c0973390c04df29a6	1	0.079281	GCA_016710435.1
976931a9dae3605b8c94dfa9d7c69fe9	1	0.221878	GCA_019636535.1
9783f65ac7c7175949c4fd41841e2214	1	0.077984	GCF_022662335.1
979ef2717b6760de2bcf03f94fb441e0	1	0.030833	GCA_009773335.1
97addb5790e223bb84a0a9895badbceb	1	0.144459	GCF_021631985.1
97b9b829e21c5f21954e83f2a17d86e5	1	0.007451	GCA_016714495.1
97d18fd7d77773145623780430976505	2	0.030581	GCA_001602455.1
97d3fbc13a5592381e7c5289f062ea53	1	0.048985	GCF_018598225.1
97d766ac7f6b641ce5eb2fb76ff04568	1	0.129103	GCA_021768245.1
97e734e9963c072770722fa41fb8c4b9	1	0.060805	GCF_019075875.1
97ea51f69f947552911dcee90a04e70a	1	0.210561	GCA_022571365.1
97ecc1969105c0693209e2808561193e	1	0.038882	GCF_001618865.1
97ee3f40d4138a9e538dcc8a98903470	1	0.050584	GCA_016712715.1
980d546d1ced1ac05b10527ed082f635	1	0.192659	GCA_024655925.1
9810164d15d577833902934f6b963568	1	0.04718	GCF_001427665.1
982f32c75cd65e1d908959f1f871f507	1	0.117266	GCA_020635255.1
9831f30a91716c7ce8a65d4f585f5397	1	0.026618	GCA_016720595.1
983510cd315ee943de2437cea4d94741	1	0.015259	GCA_005887995.1
9837383f1711678134611c5fb3ab1ab3	1	0.188009	GCF_000152145.1
983d2a73e1f8d4b4786337d7446b7efd	1	0.085186	GCA_013822735.1
984d5d4b61d390ff478667a2fdab28fe	1	0.118921	GCA_021823625.1
985010157d0be90038ac7e68e3a85507	1	0.19187	GCF_007741515.1
986660f13e80de0dc1577fcb3f438cd8	1	0.105963	GCA_016702545.1
986b5a95dde8bcf4948bec99822ae016	1	0.08482	GCF_015169395.1
987dfeaa9338ae59a56dbc6cb4227975	1	0.069114	GCF_023487995.1
9885b4ef7d1deee5f5caa1a051259790	1	0.233575	GCF_900187945.1
9886c91d619ee130594094cd7189ddc4	1	0.013682	GCF_009711135.1
98a5c0b78a110a036cb571e834d86749	1	0.018104	GCA_019639255.1
98ade1d21e555ce6543d9b8e1038539e	1	0.065148	GCF_000419605.1
98b23325c7959f43d39e8b22a02d9c38	1	0.079583	GCA_945881865.1
98b296e9b89b9d75c1fa0b2ea4b2f457	1	0.164307	GCF_001613545.1
98b948fc5702504db1cbd576574f0e38	2	0.134622	GCF_014205165.1
98ba3933a81dfcee227ec7fef8bdfe19	1	0.205738	GCA_016872775.1
98cc4bf5c43d67d672c1d157b2432a41	1	0.434592	GCA_022564995.1
98ccab294d3444d7e9dfb5b3fe53bfe7	1	0.003743	GCA_002841375.1
98cff8e2e104e7b844b5fe3c86f5c2cb	2	0.010959	GCF_016765655.2
98d5f3256a580a429fec60ab2dca7786	1	0.072269	GCA_016712715.1
98dd6daa989fc9bbc6c745fb330d67b6	1	0.217491	GCA_002840685.1
98e078e04e407df9d2d2a4714cb27d2d	1	0.055066	GCF_003977685.1
98e6b350b4ed99edd695156a4197ae4a	1	1.651348	GCA_002746535.1
98efba6e4e3e6a0f52c2727c91619f72	1	0.082415	GCF_000311725.1
98f903f37a3fe39a26df9646bc40b010	2	0.063167	GCF_000648235.2
98f972b467fa62b4be709d0ae08b1f32	1	0.246277	GCA_022567155.1
990d16ab4495e7a080cc7ea6d3b6602e	1	0.070127	GCA_021781455.1
991fe171bc439f25363f9e03d9af90da	2	0.061358	GCA_902806405.1
992372593c5ab03d65c7c4e27da02f51	1	0.122282	GCA_014132595.1
9930515b6386e588ac4d384fe0e420ac	1	0.023013	GCA_019683695.1
993def4ffdf08f1ef723d7f1283b89be	1	0.050504	GCF_010211755.1
99499569c88debd89731e003a4659be6	1	0.00015	GCF_000204015.1
99526fd0267c85dbe2ada80ed7bfba9e	2	0.080531	GCF_001262605.1
996632390af2fe55b937ea5d35fcabb8	1	0.023394	GCF_007860015.1
9978f588371c7ff970b601cfbb06daa7	1	0.155812	GCA_004211595.1
9980390d17dca5f780f77433b34263fd	1	0.04886	GCA_023251975.1
998cb05bd7eeba33d21e7affc3208766	2	0.161453	GCA_000526415.1
998de6c5a192585bee4069467758f323	1	0.087071	GCA_019639195.1
99a7e808b6b49bb4ad167e714f04cb08	1	0.389569	GCA_021158845.1
99add7458f83a88a90a19bac36cb8a5e	2	0.080782	GCF_003111665.1
99b3987af62bcb4692c7926689daa638	1	0.089909	GCF_021246465.1
99c0b859349830e3cdd86e6ec63ecee1	2	0.017358	GCA_016719945.1
99c644794d9ebdff379c8cfd8b6406bf	1	0.019398	GCA_016713885.1
99cc9dc2f99c9553c71d6ae2ae0fae2c	1	0.153064	GCA_016793635.1
99cf694f615e0f78ca669edbb728ee21	1	0.176309	GCF_000875975.1
99d5b8a92779b662218d108c33dd46f5	1	0.248987	GCA_002707205.1
99e756512a266c14c75600913bdc1368	1	0.184515	GCF_002197845.1
99f01742105384ec19865841c0610295	1	0.019227	GCA_016870325.1
99ff6b0a9df6f0b2086ba27e0a18af72	1	0.011024	GCA_024644435.1
9a01895921e00df61881c67dc599b81d	1	0.00015	GCF_010119975.1
9a0d9f59985f44597ba6a6067a0055e4	1	0.19505	GCA_025055215.1
9a1f47fbb848f3173d8eeb148befcfb6	1	0.157026	GCA_016710365.1
9a33ca4fb24e07813575e6c5d417bff7	1	0.019238	GCF_004355005.1
9a3a6d4b579e5d3873b49f7418a335ff	1	0.027709	GCF_004152865.1
9a4db66825056cf122deb24dfd128cb3	2	0.043833	GCF_900091425.1
9a5fc7d4303fe9c61d195a408bf6f298	1	0.108884	GCA_009377815.1
9a60fb013cbfa36b3cdafe273bc7b2b4	1	0.122508	GCA_002284855.1
9a707ecbb07721cac89fe99ba9c94697	1	0.00015	GCF_018140925.1
9a71002cbad62fe78612993c91deab52	1	0.022022	GCA_009926865.1
9a75745750d1d4edad7fbf9eefb34c27	1	0.047803	GCA_016703425.1
9a79412b88a7955686f06e56b11ecbbb	1	0.122219	GCF_900108055.1
9a9eac0112cee6dcca148c085d5d4bfd	1	0.063462	GCA_023428085.1
9ab10dfc051133e224adbf87e5d884a4	1	0.023906	GCF_001429625.1
9ab29e89f92a957a5d91659454a30cb6	1	0.032151	GCF_000379605.1
9ab8b79452e432b531856917e5addc18	1	0.051627	GCA_019509785.1
9ab974e46bd21533e2bf7c7e0db52a7b	1	0.414857	GCA_002746535.1
9ac271b7e659de1d8f3289d254fb157c	1	0.039712	GCF_900091425.1
9acd13a08e6891481181c0e7de385a60	1	0.047999	GCA_016720595.1
9ad594f7e4a64dad3fc4493c14a31ea2	1	0.116695	GCF_000152145.1
9af0c75327188e471f1d3d074fd37f6a	1	0.241668	GCA_020720425.1
9af8d80e4b6cfda438d0001768e24341	1	0.166037	GCA_016869275.1
9afd88e1a23dadfaf111896dd1fa1162	1	0.092425	GCF_900108055.1
9b03b63b785ac9527a949aa63cd3b116	1	0.1507	GCF_007752135.1
9b0c7d18f044ca32d3cb9566944b5a3d	1	0.065867	GCF_018449475.1
9b10ec912d913eb54f34b46d6b05b29a	1	0.104131	GCA_024103415.1
9b121211d1fa6ae893ec0a01b2360ffc	1	0.081585	GCA_022843945.1
9b1369342083ab49b83c459f893ea831	1	0.127819	GCF_900187945.1
9b29715e7c55db5f4dc663a7e1e7d375	1	0.025615	GCF_015831355.1
9b2b355a4485d584deb2a749930dfed4	2	0.161453	GCA_000526415.1
9b322c0df3b46cc4b9b852a0004afe53	1	0.04932	GCF_005403045.1
9b3474bd2148382712c8e93ff8971ef3	1	0.021005	GCF_918741295.1
9b37a6aff0f11318c1dbc06729ac1112	1	0.00373	GCA_020050355.1
9b4ccbcc895a922d41d092d1e8c39b00	1	0.459829	GCF_001484045.1
9b546b6c92c284fc4e3f371edec3e03c	1	0.102507	GCA_019694615.1
9b603036153f2df74ed9cf11b4e4447f	1	0.118552	GCF_014647515.1
9b62edd494f64ae8b1cf2cc6f5265421	1	0.170478	GCA_016741915.1
9b7d2f205b38a22d05adbb801f3afd39	1	0.170643	GCA_016704445.1
9b7db6a8c7cc4e8464ed43c0f3a225d9	1	0.180346	GCA_002713695.1
9b86612b926c55b62aa358c7635b9d0d	1	0.024988	GCF_900103325.1
9bb196441a2a84256643afe9a5b6af25	2	0.087208	GCA_008365375.1
9bb3c9d199cb64147759b02074489f0a	1	0.04183	GCF_023016805.1
9bb7f24dd90f3ed272ad13e6007dae41	1	0.057722	GCA_903910385.1
9bb9f4b20310bdb4709a66670f575093	1	0.076893	GCF_015169395.1
9bba208ef449f55e392cffb91e27163e	2	0.014939	GCA_003574895.1
9bbb66530cb51cea9d7c918698cbcbe7	2	0.069177	GCA_902806405.1
9bbceca2e8d18f3aec56a00b448892b8	2	0.026589	GCF_013387465.1
9bbfba81786db0a0ed6b39d14628c7ce	2	0.047697	GCF_900091425.1
9bc8a959633e72aceafab57dbf02a790	1	0.252914	GCF_012958305.1
9bdd4b7a546a91e3812dd9adc8dec859	1	0.051865	GCA_019694875.1
9be2c5fa1f063961cb59ae7c7a03c414	2	0.058108	GCF_000648235.2
9be80de0f9841667bf039c27d5d397d9	2	0.003795	GCF_013003965.1
9be91f62e4156e08dcba6378cf7faab5	1	0.00015	GCF_014323665.1
9be983534ee39950d7a534bfae34cb43	1	0.091949	GCA_020629695.1
9bf35fc517a3c55358fc85167109fd33	1	0.250975	GCA_934234055.1
9bfe1d87c0bd1fdb7f497cc9ea0114c1	1	0.212191	GCA_004138175.2
9c016ec97bebefdba01fe95402f26d62	1	0.11988	GCF_900108055.1
9c2061cd70de15b3935bcfbc6afdc24c	1	0.190137	GCA_016713325.1
9c31f9267e05c503a66fe5622b693752	1	0.018772	GCF_003719825.1
9c38f184e8ae3c668968f3dab271cee9	1	0.223532	GCA_913774715.1
9c3959d695cb9112042828ec23d2b933	1	0.224158	GCF_015169395.1
9c4c6a7082d046b562c99c379cbdc87c	1	0.019084	GCF_003858635.1
9c5ffa633c46acf767447b7ce4fa276f	1	0.148276	GCA_022009755.1
