"SampleID","trophicMode_clean","Abundance","RelAbundance","Pot","Intensity","Frequency","Composition","Replicate","Microbes"
"81DLH1F","Multi-trophic",1123,0.0706644852756104,"Pot-81","Dry","Low","Heterospecific",1,"Fungi"
"81DLH1F","Pathotroph",465,0.0292600050339794,"Pot-81","Dry","Low","Heterospecific",1,"Fungi"
"81DLH1F","Saprotroph",4073,0.256292474200856,"Pot-81","Dry","Low","Heterospecific",1,"Fungi"
"81DLH1F","Symbiotroph",3757,0.236408255726152,"Pot-81","Dry","Low","Heterospecific",1,"Fungi"
"81DLH1F","Unassigned",6474,0.407374779763403,"Pot-81","Dry","Low","Heterospecific",1,"Fungi"
"81DLH2F","Multi-trophic",1627,0.0961527096507299,"Pot-81","Dry","Low","Heterospecific",2,"Fungi"
"81DLH2F","Pathotroph",65,0.00384138053306542,"Pot-81","Dry","Low","Heterospecific",2,"Fungi"
"81DLH2F","Saprotroph",5816,0.343714910466284,"Pot-81","Dry","Low","Heterospecific",2,"Fungi"
"81DLH2F","Symbiotroph",5986,0.353761598014302,"Pot-81","Dry","Low","Heterospecific",2,"Fungi"
"81DLH2F","Unassigned",3427,0.202529401335618,"Pot-81","Dry","Low","Heterospecific",2,"Fungi"
"82DLH1F","Multi-trophic",7333,0.210410031276004,"Pot-82","Dry","Low","Heterospecific",1,"Fungi"
"82DLH1F","Pathotroph",598,0.0171587615850334,"Pot-82","Dry","Low","Heterospecific",1,"Fungi"
"82DLH1F","Saprotroph",16865,0.483917247711687,"Pot-82","Dry","Low","Heterospecific",1,"Fungi"
"82DLH1F","Symbiotroph",8344,0.239419241915583,"Pot-82","Dry","Low","Heterospecific",1,"Fungi"
"82DLH1F","Unassigned",1711,0.0490947175116926,"Pot-82","Dry","Low","Heterospecific",1,"Fungi"
"82DLH2F","Multi-trophic",2794,0.2421143847487,"Pot-82","Dry","Low","Heterospecific",2,"Fungi"
"82DLH2F","Pathotroph",7,0.000606585788561525,"Pot-82","Dry","Low","Heterospecific",2,"Fungi"
"82DLH2F","Saprotroph",3716,0.322010398613518,"Pot-82","Dry","Low","Heterospecific",2,"Fungi"
"82DLH2F","Symbiotroph",3086,0.267417677642981,"Pot-82","Dry","Low","Heterospecific",2,"Fungi"
"82DLH2F","Unassigned",1937,0.167850953206239,"Pot-82","Dry","Low","Heterospecific",2,"Fungi"
"83DLH1F","Multi-trophic",1210,0.11757846662132,"Pot-83","Dry","Low","Heterospecific",1,"Fungi"
"83DLH1F","Pathotroph",57,0.00553882032844233,"Pot-83","Dry","Low","Heterospecific",1,"Fungi"
"83DLH1F","Saprotroph",5314,0.516373530269167,"Pot-83","Dry","Low","Heterospecific",1,"Fungi"
"83DLH1F","Symbiotroph",2015,0.19580215722476,"Pot-83","Dry","Low","Heterospecific",1,"Fungi"
"83DLH1F","Unassigned",1695,0.164707025556311,"Pot-83","Dry","Low","Heterospecific",1,"Fungi"
"83DLH2F","Multi-trophic",810,0.199556541019956,"Pot-83","Dry","Low","Heterospecific",2,"Fungi"
"83DLH2F","Pathotroph",13,0.00320275930032028,"Pot-83","Dry","Low","Heterospecific",2,"Fungi"
"83DLH2F","Saprotroph",386,0.0950973146095097,"Pot-83","Dry","Low","Heterospecific",2,"Fungi"
"83DLH2F","Symbiotroph",2339,0.576250307957625,"Pot-83","Dry","Low","Heterospecific",2,"Fungi"
"83DLH2F","Unassigned",511,0.125893077112589,"Pot-83","Dry","Low","Heterospecific",2,"Fungi"
"84DLH1F","Multi-trophic",1731,0.21192458374143,"Pot-84","Dry","Low","Heterospecific",1,"Fungi"
"84DLH1F","Pathotroph",9,0.00110186092066601,"Pot-84","Dry","Low","Heterospecific",1,"Fungi"
"84DLH1F","Saprotroph",1437,0.175930460333007,"Pot-84","Dry","Low","Heterospecific",1,"Fungi"
"84DLH1F","Symbiotroph",1603,0.196253672869736,"Pot-84","Dry","Low","Heterospecific",1,"Fungi"
"84DLH1F","Unassigned",3388,0.414789422135162,"Pot-84","Dry","Low","Heterospecific",1,"Fungi"
"84DLH2F","Multi-trophic",977,0.152703969990622,"Pot-84","Dry","Low","Heterospecific",2,"Fungi"
"84DLH2F","Pathotroph",2,0.000312597686777118,"Pot-84","Dry","Low","Heterospecific",2,"Fungi"
"84DLH2F","Saprotroph",3513,0.549077836824007,"Pot-84","Dry","Low","Heterospecific",2,"Fungi"
"84DLH2F","Symbiotroph",46,0.00718974679587371,"Pot-84","Dry","Low","Heterospecific",2,"Fungi"
"84DLH2F","Unassigned",1860,0.29071584870272,"Pot-84","Dry","Low","Heterospecific",2,"Fungi"
"85DLH1F","Multi-trophic",3485,0.136345852895149,"Pot-85","Dry","Low","Heterospecific",1,"Fungi"
"85DLH1F","Pathotroph",4,0.000156494522691706,"Pot-85","Dry","Low","Heterospecific",1,"Fungi"
"85DLH1F","Saprotroph",3981,0.15575117370892,"Pot-85","Dry","Low","Heterospecific",1,"Fungi"
"85DLH1F","Symbiotroph",1478,0.0578247261345853,"Pot-85","Dry","Low","Heterospecific",1,"Fungi"
"85DLH1F","Unassigned",16612,0.649921752738654,"Pot-85","Dry","Low","Heterospecific",1,"Fungi"
"85DLH2F","Multi-trophic",4814,0.245236882322975,"Pot-85","Dry","Low","Heterospecific",2,"Fungi"
"85DLH2F","Pathotroph",10,0.000509424350483953,"Pot-85","Dry","Low","Heterospecific",2,"Fungi"
"85DLH2F","Saprotroph",7590,0.38665308201732,"Pot-85","Dry","Low","Heterospecific",2,"Fungi"
"85DLH2F","Symbiotroph",1060,0.053998981151299,"Pot-85","Dry","Low","Heterospecific",2,"Fungi"
"85DLH2F","Unassigned",6156,0.313601630157922,"Pot-85","Dry","Low","Heterospecific",2,"Fungi"
"86DLH1F","Multi-trophic",1029,0.0852809547488812,"Pot-86","Dry","Low","Heterospecific",1,"Fungi"
"86DLH1F","Pathotroph",34,0.002817835239516,"Pot-86","Dry","Low","Heterospecific",1,"Fungi"
"86DLH1F","Saprotroph",2764,0.229073429471242,"Pot-86","Dry","Low","Heterospecific",1,"Fungi"
"86DLH1F","Symbiotroph",4543,0.376512514503564,"Pot-86","Dry","Low","Heterospecific",1,"Fungi"
"86DLH1F","Unassigned",3696,0.306315266036798,"Pot-86","Dry","Low","Heterospecific",1,"Fungi"
"86DLH2F","Multi-trophic",7576,0.361605651281562,"Pot-86","Dry","Low","Heterospecific",2,"Fungi"
"86DLH2F","Pathotroph",88,0.00420027683642786,"Pot-86","Dry","Low","Heterospecific",2,"Fungi"
"86DLH2F","Saprotroph",9889,0.47200610949358,"Pot-86","Dry","Low","Heterospecific",2,"Fungi"
"86DLH2F","Symbiotroph",410,0.0195694716242661,"Pot-86","Dry","Low","Heterospecific",2,"Fungi"
"86DLH2F","Unassigned",2988,0.142618490764164,"Pot-86","Dry","Low","Heterospecific",2,"Fungi"
"87DLH1F","Multi-trophic",3588,0.108991494532199,"Pot-87","Dry","Low","Heterospecific",1,"Fungi"
"87DLH1F","Pathotroph",99,0.00300729040097205,"Pot-87","Dry","Low","Heterospecific",1,"Fungi"
"87DLH1F","Saprotroph",22111,0.671658566221142,"Pot-87","Dry","Low","Heterospecific",1,"Fungi"
"87DLH1F","Symbiotroph",3399,0.103250303766707,"Pot-87","Dry","Low","Heterospecific",1,"Fungi"
"87DLH1F","Unassigned",3723,0.113092345078979,"Pot-87","Dry","Low","Heterospecific",1,"Fungi"
"87DLH2F","Multi-trophic",5262,0.173503033500396,"Pot-87","Dry","Low","Heterospecific",2,"Fungi"
"87DLH2F","Pathotroph",98,0.00323133737800053,"Pot-87","Dry","Low","Heterospecific",2,"Fungi"
"87DLH2F","Saprotroph",13473,0.444242943814297,"Pot-87","Dry","Low","Heterospecific",2,"Fungi"
"87DLH2F","Symbiotroph",6805,0.22438011078871,"Pot-87","Dry","Low","Heterospecific",2,"Fungi"
"87DLH2F","Unassigned",4690,0.154642574518597,"Pot-87","Dry","Low","Heterospecific",2,"Fungi"
"88DLH1F","Multi-trophic",6321,0.391441664602428,"Pot-88","Dry","Low","Heterospecific",1,"Fungi"
"88DLH1F","Pathotroph",42,0.00260094129303939,"Pot-88","Dry","Low","Heterospecific",1,"Fungi"
"88DLH1F","Saprotroph",973,0.0602551399554124,"Pot-88","Dry","Low","Heterospecific",1,"Fungi"
"88DLH1F","Symbiotroph",938,0.0580876888778796,"Pot-88","Dry","Low","Heterospecific",1,"Fungi"
"88DLH1F","Unassigned",7874,0.487614565271241,"Pot-88","Dry","Low","Heterospecific",1,"Fungi"
"88DLH2F","Multi-trophic",5535,0.247518111081299,"Pot-88","Dry","Low","Heterospecific",2,"Fungi"
"88DLH2F","Pathotroph",28,0.00125212413916465,"Pot-88","Dry","Low","Heterospecific",2,"Fungi"
"88DLH2F","Saprotroph",2649,0.118459887308827,"Pot-88","Dry","Low","Heterospecific",2,"Fungi"
"88DLH2F","Symbiotroph",1727,0.0772292281549056,"Pot-88","Dry","Low","Heterospecific",2,"Fungi"
"88DLH2F","Unassigned",12423,0.555540649315804,"Pot-88","Dry","Low","Heterospecific",2,"Fungi"
"89DLH1F","Multi-trophic",13173,0.425498239607222,"Pot-89","Dry","Low","Heterospecific",1,"Fungi"
"89DLH1F","Pathotroph",9,0.00029070706418166,"Pot-89","Dry","Low","Heterospecific",1,"Fungi"
"89DLH1F","Saprotroph",8903,0.28757388804548,"Pot-89","Dry","Low","Heterospecific",1,"Fungi"
"89DLH1F","Symbiotroph",2176,0.0702865079621435,"Pot-89","Dry","Low","Heterospecific",1,"Fungi"
"89DLH1F","Unassigned",6698,0.216350657320973,"Pot-89","Dry","Low","Heterospecific",1,"Fungi"
"89DLH2F","Multi-trophic",11691,0.294951686555491,"Pot-89","Dry","Low","Heterospecific",2,"Fungi"
"89DLH2F","Pathotroph",300,0.00756868582385145,"Pot-89","Dry","Low","Heterospecific",2,"Fungi"
"89DLH2F","Saprotroph",10222,0.257890354971365,"Pot-89","Dry","Low","Heterospecific",2,"Fungi"
"89DLH2F","Symbiotroph",6292,0.158740570678911,"Pot-89","Dry","Low","Heterospecific",2,"Fungi"
"89DLH2F","Unassigned",11132,0.280848701970381,"Pot-89","Dry","Low","Heterospecific",2,"Fungi"
"8WLC1F","Multi-trophic",2512,0.0823255661521319,"Pot-8","Wet","Low","Conspecific",1,"Fungi"
"8WLC1F","Pathotroph",15,0.000491593746927539,"Pot-8","Wet","Low","Conspecific",1,"Fungi"
"8WLC1F","Saprotroph",6728,0.220496181955232,"Pot-8","Wet","Low","Conspecific",1,"Fungi"
"8WLC1F","Symbiotroph",15,0.000491593746927539,"Pot-8","Wet","Low","Conspecific",1,"Fungi"
"8WLC1F","Unassigned",21243,0.696195064398781,"Pot-8","Wet","Low","Conspecific",1,"Fungi"
"8WLC2F","Multi-trophic",765,0.0281705700397702,"Pot-8","Wet","Low","Conspecific",2,"Fungi"
"8WLC2F","Pathotroph",0,0,"Pot-8","Wet","Low","Conspecific",2,"Fungi"
"8WLC2F","Saprotroph",21912,0.806893504197967,"Pot-8","Wet","Low","Conspecific",2,"Fungi"
"8WLC2F","Symbiotroph",40,0.00147297098247165,"Pot-8","Wet","Low","Conspecific",2,"Fungi"
"8WLC2F","Unassigned",4439,0.163462954779791,"Pot-8","Wet","Low","Conspecific",2,"Fungi"
"90DLH1F","Multi-trophic",12354,0.518204697986577,"Pot-90","Dry","Low","Heterospecific",1,"Fungi"
"90DLH1F","Pathotroph",15,0.000629194630872483,"Pot-90","Dry","Low","Heterospecific",1,"Fungi"
"90DLH1F","Saprotroph",6670,0.279781879194631,"Pot-90","Dry","Low","Heterospecific",1,"Fungi"
"90DLH1F","Symbiotroph",188,0.00788590604026846,"Pot-90","Dry","Low","Heterospecific",1,"Fungi"
"90DLH1F","Unassigned",4613,0.193498322147651,"Pot-90","Dry","Low","Heterospecific",1,"Fungi"
"90DLH2F","Multi-trophic",11478,0.381658575513733,"Pot-90","Dry","Low","Heterospecific",2,"Fungi"
"90DLH2F","Pathotroph",0,0,"Pot-90","Dry","Low","Heterospecific",2,"Fungi"
"90DLH2F","Saprotroph",10910,0.362771829487265,"Pot-90","Dry","Low","Heterospecific",2,"Fungi"
"90DLH2F","Symbiotroph",2480,0.0824632572986633,"Pot-90","Dry","Low","Heterospecific",2,"Fungi"
"90DLH2F","Unassigned",5206,0.173106337700339,"Pot-90","Dry","Low","Heterospecific",2,"Fungi"
"96DHC1F","Multi-trophic",5653,0.283742408271847,"Pot-96","Dry","High","Conspecific",1,"Fungi"
"96DHC1F","Pathotroph",0,0,"Pot-96","Dry","High","Conspecific",1,"Fungi"
"96DHC1F","Saprotroph",5714,0.286804196155198,"Pot-96","Dry","High","Conspecific",1,"Fungi"
"96DHC1F","Symbiotroph",3315,0.166390603824725,"Pot-96","Dry","High","Conspecific",1,"Fungi"
"96DHC1F","Unassigned",5241,0.263062791748231,"Pot-96","Dry","High","Conspecific",1,"Fungi"
"96DHC2F","Multi-trophic",2003,0.173329871928003,"Pot-96","Dry","High","Conspecific",2,"Fungi"
"96DHC2F","Pathotroph",0,0,"Pot-96","Dry","High","Conspecific",2,"Fungi"
"96DHC2F","Saprotroph",7781,0.673329871928003,"Pot-96","Dry","High","Conspecific",2,"Fungi"
"96DHC2F","Symbiotroph",705,0.0610072689511942,"Pot-96","Dry","High","Conspecific",2,"Fungi"
"96DHC2F","Unassigned",1067,0.0923329871928003,"Pot-96","Dry","High","Conspecific",2,"Fungi"
"97DHC1F","Multi-trophic",3280,0.34588210481915,"Pot-97","Dry","High","Conspecific",1,"Fungi"
"97DHC1F","Pathotroph",9,0.000949066751028156,"Pot-97","Dry","High","Conspecific",1,"Fungi"
"97DHC1F","Saprotroph",2225,0.234630391226405,"Pot-97","Dry","High","Conspecific",1,"Fungi"
"97DHC1F","Symbiotroph",922,0.0972266160497733,"Pot-97","Dry","High","Conspecific",1,"Fungi"
"97DHC1F","Unassigned",3047,0.321311821153643,"Pot-97","Dry","High","Conspecific",1,"Fungi"
"97DHC2F","Multi-trophic",5615,0.457956121034173,"Pot-97","Dry","High","Conspecific",2,"Fungi"
"97DHC2F","Pathotroph",28,0.00228366364896827,"Pot-97","Dry","High","Conspecific",2,"Fungi"
"97DHC2F","Saprotroph",4517,0.368403882228203,"Pot-97","Dry","High","Conspecific",2,"Fungi"
"97DHC2F","Symbiotroph",394,0.032134409917625,"Pot-97","Dry","High","Conspecific",2,"Fungi"
"97DHC2F","Unassigned",1707,0.13922192317103,"Pot-97","Dry","High","Conspecific",2,"Fungi"
"98DHC1F","Multi-trophic",3611,0.226409179258888,"Pot-98","Dry","High","Conspecific",1,"Fungi"
"98DHC1F","Pathotroph",12,0.00075239826948398,"Pot-98","Dry","High","Conspecific",1,"Fungi"
"98DHC1F","Saprotroph",2630,0.164900620728572,"Pot-98","Dry","High","Conspecific",1,"Fungi"
"98DHC1F","Symbiotroph",2509,0.157313938177942,"Pot-98","Dry","High","Conspecific",1,"Fungi"
"98DHC1F","Unassigned",7187,0.450623863565114,"Pot-98","Dry","High","Conspecific",1,"Fungi"
"98DHC2F","Multi-trophic",1325,0.209884365594804,"Pot-98","Dry","High","Conspecific",2,"Fungi"
"98DHC2F","Pathotroph",8,0.00126722635830825,"Pot-98","Dry","High","Conspecific",2,"Fungi"
"98DHC2F","Saprotroph",1868,0.295897354664977,"Pot-98","Dry","High","Conspecific",2,"Fungi"
"98DHC2F","Symbiotroph",2030,0.321558688420719,"Pot-98","Dry","High","Conspecific",2,"Fungi"
"98DHC2F","Unassigned",1082,0.171392364961191,"Pot-98","Dry","High","Conspecific",2,"Fungi"
"9WLC1F","Multi-trophic",1218,0.206510681586979,"Pot-9","Wet","Low","Conspecific",1,"Fungi"
"9WLC1F","Pathotroph",413,0.0700237368599525,"Pot-9","Wet","Low","Conspecific",1,"Fungi"
"9WLC1F","Saprotroph",1146,0.194303153611394,"Pot-9","Wet","Low","Conspecific",1,"Fungi"
"9WLC1F","Symbiotroph",126,0.0213631739572737,"Pot-9","Wet","Low","Conspecific",1,"Fungi"
"9WLC1F","Unassigned",2995,0.507799253984402,"Pot-9","Wet","Low","Conspecific",1,"Fungi"
"9WLC2F","Multi-trophic",697,0.224911261697322,"Pot-9","Wet","Low","Conspecific",2,"Fungi"
"9WLC2F","Pathotroph",522,0.168441432720232,"Pot-9","Wet","Low","Conspecific",2,"Fungi"
"9WLC2F","Saprotroph",429,0.138431752178122,"Pot-9","Wet","Low","Conspecific",2,"Fungi"
"9WLC2F","Symbiotroph",71,0.0229106163278477,"Pot-9","Wet","Low","Conspecific",2,"Fungi"
"9WLC2F","Unassigned",1380,0.445304937076476,"Pot-9","Wet","Low","Conspecific",2,"Fungi"
