OTU,Taxonomy,taxon,guid,mbNumber,taxonomicLevel,trophicMode,guild,confidenceRanking,growthForm,trait
feb1f0d07662c56d349c16dd3d1ccd36,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Stachybotryaceae_gen_Incertae_sedis;s__Stachybotryaceae_sp,Hypocreales,1CB18E60-36B9-11D5-9548-00D0592D548C,90477,7,Saprotroph,Undefined Saprotroph,Possible,Microfungus,NULL
1e4911df12a62159e3c9977139b88f2e,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_acuminatum,Fusarium acuminatum,1CB188FF-36B9-11D5-9548-00D0592D548C,219366,20, Pathotroph,Plant Pathogen,Probable,Microfungus,NULL
5d03fef35191ba77df0603173eea9a5d,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Zopfiella;s__Zopfiella_sp,Zopfiella,6B745A2F-63E3-412F-A296-67B88D972F2D,5876,13,Saprotroph,|Dung Saprotroph|,Highly Probable,Microfungus,NULL
4e3da7d45b285d4c594b426a326ec3c2,k__Fungi,NA,NA,NA,NA,NA,NA,NA,NA,NA
64f7a8e07a9d3b31dbb4bda5ecb5d0c5,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus;s__Rhizophagus_sp,Rhizophagus,1CB1CAF7-36B9-11D5-9548-00D0592D548C,20482,13,Symbiotroph,|Arbuscular Mycorrhizal|-Endophyte,Highly Probable,Microfungus,NULL
e7f8fac1e0d99bf4a88927abe8d31497,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales,NA,NA,NA,NA,NA,NA,NA,NA,NA
4ff65324323fb91d05cb8e01e47e521c,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,Didymellaceae,F971F4FB-F68A-481E-B5F1-2BF2B753AA5D,508292,9,Pathotroph-Saprotroph,Animal Pathogen-Plant Pathogen-Undefined Saprotroph,Possible,Microfungus,NULL
128b67721af4dc3a9616b735737e3a59,k__Fungi;p__Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA
36f6480fc4cf9530034ed25cc4bd106b,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Bradymyces;s__Bradymyces_sp,Bradymyces,C9F19359-37A7-452A-A54B-D241DE41E5B2,808780,13,Pathotroph-Saprotroph,Fish Parasite-|Undefined Saprotroph|,Probable,Dimorphic,NULL
a8bb7d5a46fc8c81c6eafffc0cf9b969,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Cucurbitariaceae_gen_Incertae_sedis;s__Cucurbitariaceae_sp,Cucurbitariaceae,E7FBF69C-E136-452E-91BC-894D30ABD816,816502,9,Pathotroph-Saprotroph,Plant Pathogen-Wood Saprotroph,Probable,Microfungus,NULL
b1c17a14ce89d6b9cd467d905c97f034,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_victoriae,Vishniacozyma,45266574-1EE5-4A93-B0A6-2885A7F45AE1,813272,13,Saprotroph,|Undefined Saprotroph|,Probable,Yeast,NULL
8a38ebb90c11ab13ffced9af9c587060,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_oregonensis,Alternaria,1CB17D15-36B9-11D5-9548-00D0592D548C,7106,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-|Plant Pathogen|-Plant Saprotroph-Wood Saprotroph,Possible,Microfungus,Soft Rot
e7abce2939f89d563e2d7f3c6d386619,k__Fungi;p__Ascomycota;c__Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA
370cc30afd0dc5e065b424b7b37778ac,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Polyphilus;s__Polyphilus_sp,Polyphilus,8A664700-7AD4-492A-A193-88E965FB78FD,823756,13,Pathotroph-Saprotroph-Symbiotroph,Endophyte-Plant Pathogen-|Undefined Saprotroph|,Probable,Microfungus,NULL
9d8f4333012e91d1868aaf82ffb06cb7,k__Fungi;p__Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA
bde822c0b2735de137aaf34f9ecf3070,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Ascodesmidaceae;g__Cephaliophora;s__Cephaliophora_sp,Cephaliophora,1CB1C5FF-36B9-11D5-9548-00D0592D548C,7518,13,Saprotroph,Dung Saprotroph-|Undefined Saprotroph|,Probable,Microfungus,NULL
04c9118863faacd045a52c630d86f7c2,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Cistella;s__Cistella_grevillei,Cistella,1CB182D0-36B9-11D5-9548-00D0592D548C,1069,13,Saprotroph-Symbiotroph,Endophyte-Plant Saprotroph-Undefined Saprotroph-|Wood Saprotroph|,Probable,Microfungus,NULL
46058c679b4321db316a68e56b9eb377,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Ijuhya;s__Ijuhya_sp,Ijuhya,1CB1C7F7-36B9-11D5-9548-00D0592D548C,2482,13,Saprotroph,|Plant Saprotroph|-Undefined Saprotroph,Probable,Microfungus,NULL
e3ac9f3a8e9420c5646705867fdd9409,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Podosporaceae;g__Podospora,Podospora,1CB19C56-36B9-11D5-9548-00D0592D548C,4284,13,Saprotroph-Symbiotroph,|Dung Saprotroph|-Endophyte-Plant Saprotroph-Undefined Saprotroph,Possible,Microfungus,NULL
2a30e8728dfab126ba7a20e5bdfca1e3,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Laburnicola;s__Laburnicola_nematophila,Laburnicola,D76C20FA-A28C-41AB-8236-7F5A9D678A89,551955,13,Saprotroph,|Wood Saprotroph|,Probable,Microfungus,NULL
5531ff0740f2a66f234804d1e8344ecc,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Verruciconidia,Bionectriaceae,1CB1CCCB-36B9-11D5-9548-00D0592D548C,82088,9,Pathotroph-Saprotroph,Algal Parasite-Bryophyte Parasite-Fungal Parasite-Undefined Saprotroph,Probable,Microfungus,NULL
48312cd7faeaa5cea909f5edd3cc0642,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Magnaporthales;f__Magnaporthaceae;g__Gaeumannomyces;s__Gaeumannomyces_graminicola,Gaeumannomyces,1CB1C74F-36B9-11D5-9548-00D0592D548C,2026,13,Pathotroph,|Plant Pathogen|,Probable,Microfungus,NULL
150ec7aec130f31413bf7fe1f09648dc,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Mycenaceae;g__Hemimycena;s__Hemimycena_subimmaculata,Hemimycena,1CB1C7AE-36B9-11D5-9548-00D0592D548C,17734,13,Saprotroph,|Plant Saprotroph|-Undefined Saprotroph,Probable,Agaricoid,NULL
1ea94fbd14b49c19f066dcde504e249a,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia,Periconia,1CB197FE-36B9-11D5-9548-00D0592D548C,9263,13,Pathotroph-Saprotroph-Symbiotroph,Endophyte-|Plant Pathogen|-Wood Saprotroph,Possible,Microfungus,Soft Rot
d15d18d842e9048eb7c3b25d0c01ff45,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriales_fam_Incertae_sedis;g__Chaetothyriales_gen_Incertae_sedis;s__Chaetothyriales_sp,NA,NA,NA,NA,NA,NA,NA,NA,NA
29accfdd05fabce0f414542cd24846a4,k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Chytridiomycetes_ord_Incertae_sedis;f__Chytridiomycetes_fam_Incertae_sedis;g__Olpidiaster;s__Olpidiaster_brassicae,Olpidiaster,DD59DDB6-C3D5-4708-AE45-74A3AA65CC67,20378,13,Pathotroph,|Algal Parasite|-Plant Pathogen,Probable,Microfungus-Plasmodium,NULL
f9f6c496c6e4c8172335d6e8cf6e3a2a,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Microdochiaceae;g__Microdochium;s__Microdochium_trichocladiopsis,Microdochium,1CB1C8E5-36B9-11D5-9548-00D0592D548C,8926,13,Pathotroph-Symbiotroph,Endophyte-|Plant Pathogen|,Possible,Microfungus,NULL
4e0797345d4149d7bc31cdce9749b6ba,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Hypocreales_gen_Incertae_sedis;s__Hypocreales_sp,Hypocreales,1CB18E60-36B9-11D5-9548-00D0592D548C,90477,7,Saprotroph,Undefined Saprotroph,Possible,Microfungus,NULL
567c8b56b0a2bd49920f7a0977057ed2,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Lophiostoma,Lophiostoma,1CB19158-36B9-11D5-9548-00D0592D548C,2933,13,Saprotroph,Plant Saprotroph-Undefined Saprotroph-|Wood Saprotroph|,Probable,Microfungus,NULL
f15e28028fe7cf965e7f290f5aef5f0e,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Tetracladium;s__Tetracladium_sp,Tetracladium,1CB1CBE6-36B9-11D5-9548-00D0592D548C,10191,13,Saprotroph,|Plant Saprotroph|-Undefined Saprotroph,Probable,Microfungus,NULL
f3abf52d233baa58746965fd0402c9f9,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Astrosphaeriellaceae;g__Pteridiospora;s__Pteridiospora_sp,Pteridiospora,E1C6CFCA-ACE6-4420-8C42-72744503AA33,4536,13,Saprotroph,|Wood Saprotroph|,Probable,Microfungus,NULL
5c8fa8a2695806a9a21fb156c4f763e6,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Magnaporthales;f__Magnaporthaceae;g__Slopeiomyces;s__Slopeiomyces_cylindrosporus,Slopeiomyces,B0E93B0A-39C0-40B6-BA8A-6F7136998738,810199,13,Symbiotroph,|Endophyte|,Probable,Microfungus,NULL
a1cb0ccfe74f6d2223f074713c860b2b,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae;g__Castanedomyces;s__Castanedomyces_australiensis,Castanedomyces,4A087778-23AC-4126-BC2F-FA3F6CB6DE4D,28668,13,Saprotroph,|Undefined Saprotroph|,Probable,Microfungus,NULL
b9c60407645068e86dfa20788517ae7c,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales,Agaricales,715D162F-5F0E-40C8-A7DC-79D488D3F937,90508,7,Pathotroph-Saprotroph-Symbiotroph,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph,Possible,Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast,NULL
1518e9e2c7cae57cc9116b837b3e9189,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,Didymellaceae,F971F4FB-F68A-481E-B5F1-2BF2B753AA5D,508292,9,Pathotroph-Saprotroph,Animal Pathogen-Plant Pathogen-Undefined Saprotroph,Possible,Microfungus,NULL
cb5909d3b052b49418699d3ef67f2829,k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Pezizomycotina_gen_Incertae_sedis;s__Pezizomycotina_sp,NA,NA,NA,NA,NA,NA,NA,NA,NA
0ae06152a4a3559d0571fe2a74af6c5c,k__Fungi;p__Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA
543b4268552d394a172d4077a77866fa,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Darksidea;s__Darksidea_sp,Darksidea,E38D4BF5-6E0A-4620-A43E-ADA3D590744A,810760,13,Saprotroph-Symbiotroph,|Endophyte|-Undefined Saprotroph,Highly Probable,Microfungus,NULL
28cba26fe9ec48581384edf8a84b5657,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales,NA,NA,NA,NA,NA,NA,NA,NA,NA
93486aaa09b89ad75bae758c2bad7156,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales,NA,NA,NA,NA,NA,NA,NA,NA,NA
3917bd0718e9b613dfc1484fe56d60c5,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Tetracladium;s__Tetracladium_sp,Tetracladium,1CB1CBE6-36B9-11D5-9548-00D0592D548C,10191,13,Saprotroph,|Plant Saprotroph|-Undefined Saprotroph,Probable,Microfungus,NULL
8a028ac5b709601cedaa63cc2fbd61f6,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_sp,Exophiala,1CB1C728-36B9-11D5-9548-00D0592D548C,8233,13,Pathotroph-Saprotroph-Symbiotroph,|Animal Parasite|-Animal Pathogen-Endophyte-Plant Saprotroph-Undefined Saprotroph,Probable,Dimorphic-Facultative Yeast,NULL
60e7a7709e2d2fb0d8f1f55339330305,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Stachybotryaceae_gen_Incertae_sedis;s__Stachybotryaceae_sp,Hypocreales,1CB18E60-36B9-11D5-9548-00D0592D548C,90477,7,Saprotroph,Undefined Saprotroph,Possible,Microfungus,NULL
8a93e1c00a5f231411d62b8c82d6ffaf,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Melanommataceae;g__Herpotrichia;s__Herpotrichia_australis,Herpotrichia,1CB18D32-36B9-11D5-9548-00D0592D548C,2307,13,Pathotroph-Saprotroph-Symbiotroph,Endophyte-|Plant Pathogen|-Undefined Saprotroph-Wood Saprotroph,Probable,Microfungus,NULL
80da68e2c48536a6f261ec1ba7fcab0b,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Knufia;s__Knufia_sp,Knufia,659D1E78-4902-4989-9381-F8EACE16C555,27605,13,Pathotroph-Saprotroph,Animal Pathogen-Plant Pathogen-|Undefined Saprotroph|,Possible,Dimorphic-Microfungus,NULL
31784079a9e3f8c80ba971c0374d2a57,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Amniculicolaceae;g__Pseudomassariosphaeria;s__Pseudomassariosphaeria_bromicola,Pseudomassariosphaeria,571DB212-F122-461C-98FC-09DE8433882C,551367,13,Saprotroph,|Wood Saprotroph|,Probable,Microfungus,NULL
bb3629dd0a057fc7f681fbd9b37c539b,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Cyphellophoraceae;g__Cyphellophora;s__Cyphellophora_livistonae,Cyphellophora,1CB1C5C7-36B9-11D5-9548-00D0592D548C,7885,13,Pathotroph-Saprotroph,Animal Parasite-Animal Pathogen-|Plant Saprotroph|-Undefined Saprotroph,Probable,Dimorphic-Facultative Yeast-Microfungus,NULL
f0e7a828de05f103e1d9a98f56a3003b,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Neopyrenochaetaceae;g__Neopyrenochaeta;s__Neopyrenochaeta_acicola,Neopyrenochaeta,D51302B0-6F0C-4505-A8A8-659DA6B6676F,820313,13,Saprotroph,|Undefined Saprotroph|,Probable,Microfungus,NULL
ee71c73e5fbdc070fcc0552b11bc96d6,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales,NA,NA,NA,NA,NA,NA,NA,NA,NA
67843647ce735f988eca5a2e51f94f18,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis,NA,NA,NA,NA,NA,NA,NA,NA,NA
5bc8cc40acb097968bfdab22d8c2b14b,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Darksidea;s__Darksidea_alpha,Darksidea alpha,A5ADEDA0-2B7A-47CF-9BC9-CF94F01C3F45,810761,20,Symbiotroph,Endophyte,Highly Probable,Microfungus,NULL
694d99ce5dfa2f477767dcc695f256a8,k__Fungi,NA,NA,NA,NA,NA,NA,NA,NA,NA
5d467d7dc7b52d62bc39d7098d5b5d23,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Kamienskia;s__Kamienskia_sp,Kamienskia,EC3C6C34-F458-4509-96A2-E5C302BA7F33,808260,13,Symbiotroph,|Arbuscular Mycorrhizal|-Endophyte,Probable,Microfungus,NULL
cc7c53d8593c32757ae2ca15b00aeead,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Extremaceae;g__Extremus;s__Extremus_caricis,Extremus,EF15F59E-C1AF-427A-8221-D019F1182573,829395,13,Saprotroph,|Undefined Saprotroph|,Possible,Microfungus,NULL
1f88d6a18f5c1e57993bae437d41b6b6,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricales_fam_Incertae_sedis;g__Calyptella;s__Calyptella_sp,Calyptella,1CB1C553-36B9-11D5-9548-00D0592D548C,17226,13,Pathotroph-Saprotroph,Plant Pathogen-|Plant Saprotroph|-Undefined Saprotroph-Wood Saprotroph,Probable,Agaricoid,NULL
9076c57396fac6a40176be8654e171f6,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales,NA,NA,NA,NA,NA,NA,NA,NA,NA
442da221701c863ba363e0bce2ac09e8,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Knufia;s__Knufia_sp,Knufia,659D1E78-4902-4989-9381-F8EACE16C555,27605,13,Pathotroph-Saprotroph,Animal Pathogen-Plant Pathogen-|Undefined Saprotroph|,Possible,Dimorphic-Microfungus,NULL
82c4a82e870a5888b4aca8cc81da59f8,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricales_fam_Incertae_sedis;g__Calyptella;s__Calyptella_sp,Calyptella,1CB1C553-36B9-11D5-9548-00D0592D548C,17226,13,Pathotroph-Saprotroph,Plant Pathogen-|Plant Saprotroph|-Undefined Saprotroph-Wood Saprotroph,Probable,Agaricoid,NULL
9054c044674b543a5572eb5031ec8073,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Thelonectria;s__Thelonectria_olida,Thelonectria,65D32FCA-02DB-4CB3-9D01-4EDBF0D6CE81,518567,13,Saprotroph,|Plant Saprotroph|,Highly Probable,Microfungus,NULL
e955e3c0c4a2fdff5f5d3e440582fc96,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Apiosordaria;s__Apiosordaria_sp,Apiosordaria,1CB1C493-36B9-11D5-9548-00D0592D548C,262,13,Saprotroph,|Dung Saprotroph|-Undefined Saprotroph,Highly Probable,Microfungus,NULL
80961bed4a38c83d1e5b14229eac080f,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Delitschiaceae;g__Delitschiaceae_gen_Incertae_sedis;s__Delitschiaceae_sp,NA,NA,NA,NA,NA,NA,NA,NA,NA
35e6eb6d0b32c0510632d6cdc3b558f7,k__Fungi;p__Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA
172ba2bbd024b601190b462304496ca7,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Neodevriesiaceae;g__Neodevriesia,Neodevriesia,59952179-600D-4339-A964-9BC6C722A774,807768,13,Pathotroph-Saprotroph,|Plant Pathogen|-Plant Saprotroph,Probable,Microfungus,NULL
e0acdd1e1fe86981ec25a23758c5e034,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Sclerococcales;f__Dactylosporaceae;g__Sclerococcum;s__Sclerococcum_sp,Sclerococcum,2508A674-4F47-4037-9098-960A5084E493,9818,13,Pathotroph-Saprotroph-Symbiotroph,|Lichen Parasite|-Lichenized-Undefined Saprotroph,Possible,Microfungus-Thallus,NULL
bed2cf695e0745a2d243987352d4c931,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pseudomassarinaceae;g__Pseudomassarina;s__Pseudomassarina_clematidis,Pseudomassarina,05575E59-6D62-4CA3-B7AC-FB847186BD2B,557097,13,Pathotroph-Saprotroph,|Plant Pathogen|-Plant Saprotroph,Probable,Microfungus,NULL
7c59a5be2e518ccd827b41a2d5582a5d,k__Fungi,NA,NA,NA,NA,NA,NA,NA,NA,NA
17c49a8c00d942245599751cf95aa656,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Podosporaceae;g__Podospora;s__Podospora_sp,Podospora,1CB19C56-36B9-11D5-9548-00D0592D548C,4284,13,Saprotroph-Symbiotroph,|Dung Saprotroph|-Endophyte-Plant Saprotroph-Undefined Saprotroph,Possible,Microfungus,NULL
cc43d397d9d283877ce0412931052671,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Bombardiaceae;g__Ramophialophora;s__Ramophialophora_sp,Ramophialophora,70920E66-33AF-4C4C-A778-B3EB96783642,500021,13,Saprotroph,|Undefined Saprotroph|,Probable,Microfungus,NULL
170b5433ef73662707469378a7a80aa5,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia;s__Periconia_macrospinosa,Periconia macrospinosa,1CB1ADC8-36B9-11D5-9548-00D0592D548C,289149,20,Symbiotroph,Endophyte,Highly Probable,Microfungus,NULL
d818af2cec5e8c1dd2dac6568b0ed0a0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Glarea,Glarea,9A437207-27A1-4905-B6F1-9CC4388E7A81,28253,13,Saprotroph,|Undefined Saprotroph|,Probable,Microfungus,NULL
603073fe2c222278c2ae324440a0225a,k__Fungi;p__Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA
a51f7ede57bcceca5dba8eb05aaa33ca,k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Pezizomycotina_gen_Incertae_sedis;s__Pezizomycotina_sp,NA,NA,NA,NA,NA,NA,NA,NA,NA
a7373c2f8232e31781266ce7653b781a,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Mycenaceae;g__Hemimycena;s__Hemimycena_subimmaculata,Hemimycena,1CB1C7AE-36B9-11D5-9548-00D0592D548C,17734,13,Saprotroph,|Plant Saprotroph|-Undefined Saprotroph,Probable,Agaricoid,NULL
c11062005149aebcfc362fe52b95931a,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Myrmecridiales;f__Myrmecridiaceae;g__Myrmecridium;s__Myrmecridium_schulzeri,Myrmecridium schulzeri,A9FD7CE0-959D-49ED-AD09-3F8ACB4EEBDF,504560,20,Symbiotroph,Endophyte,Highly Probable,NULL,NULL
95443b8cf3d248c438ab15b284953f2e,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Microdominikia;s__Microdominikia_sp,Microdominikia,0CBCFFBC-45AD-4C74-943C-C2F53A31B502,831098,13,Symbiotroph,|Arbuscular Mycorrhizal|-Endophyte,Probable,Microfungus,NULL
933d61fa927fc349e6a5b098802c4029,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Amniculicolaceae;g__Pseudomassariosphaeria;s__Pseudomassariosphaeria_bromicola,Pseudomassariosphaeria,571DB212-F122-461C-98FC-09DE8433882C,551367,13,Saprotroph,|Wood Saprotroph|,Probable,Microfungus,NULL
74b057e1fc0e7fd1a45efa6f21774c38,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Melanommataceae;g__Petrakia;s__Petrakia_sp,Petrakia,72E26985-85A0-11D5-BEBB-00508BCA8DE8,9277,13,Pathotroph-Saprotroph,|Plant Pathogen|-Plant Saprotroph,Probable,Microfungus,NULL
00d0de59276249f2f484eb9ffb7ffdf4,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales,NA,NA,NA,NA,NA,NA,NA,NA,NA
77e203c5a9527cd5ce1ea61f7030a9a4,k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_sp,Archaeorhizomyces,0F9DE1D2-B4EC-400D-967F-922D55082CB4,561765,13,Saprotroph,|Undefined Saprotroph|,Probable,Microfungus,NULL
7935a2ffada1a3592b072c3c0a89f370,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Magnaporthales;f__Ophioceraceae;g__Ophioceraceae_gen_Incertae_sedis;s__Ophioceraceae_sp,NA,NA,NA,NA,NA,NA,NA,NA,NA
7c7ec146b25b96f5df301cc83c40e54b,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA
e4fb85adbfa178844940462708845ff8,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales,NA,NA,NA,NA,NA,NA,NA,NA,NA
5900b064e3344e744df249f49619e9e5,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales,NA,NA,NA,NA,NA,NA,NA,NA,NA
9aef4a99bb6dee2029fe87faf2a29f6b,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricales_fam_Incertae_sedis;g__Calyptella;s__Calyptella_sp,Calyptella,1CB1C553-36B9-11D5-9548-00D0592D548C,17226,13,Pathotroph-Saprotroph,Plant Pathogen-|Plant Saprotroph|-Undefined Saprotroph-Wood Saprotroph,Probable,Agaricoid,NULL
ee68369cb38a3a0cf72304258cc86964,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Ploettnerulaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA
a3251050e6d0e3f1e9d71940eb42ed9b,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_asiaticum,Fusarium,1CB188FE-36B9-11D5-9548-00D0592D548C,8284,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Lichen Parasite-|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph-Wood Saprotroph,Possible,Microfungus,Soft Rot
daf417f25433cd9a3ba03c059b6c50ed,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus;s__Rhizophagus_sp,Rhizophagus,1CB1CAF7-36B9-11D5-9548-00D0592D548C,20482,13,Symbiotroph,|Arbuscular Mycorrhizal|-Endophyte,Highly Probable,Microfungus,NULL
7521b7926ec0c8fb84fb4ab2e9b4bc36,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,Didymellaceae,F971F4FB-F68A-481E-B5F1-2BF2B753AA5D,508292,9,Pathotroph-Saprotroph,Animal Pathogen-Plant Pathogen-Undefined Saprotroph,Possible,Microfungus,NULL
